0	111.431356899
1	65.0620109518
2	60.8756832438
3	58.6509641256
4	57.0994691438
5	55.8790153161
6	54.8671580818
7	54.0127183545
8	53.2884203924
9	52.6735382366
10	52.1489408894
11	51.6969946684
12	51.3024392292
13	50.9528155798
14	50.6383400732
15	50.3514928668
16	50.0865464213
17	49.8391442885
18	49.6059629143
19	49.3844535064
20	49.1726494217
21	48.9690234765
22	48.7723820836
23	48.5817862369
24	48.396492078
25	48.2159058581
26	48.0395496194
27	47.8670349758
28	47.6980431023
29	47.5323095352
30	47.3696127291
31	47.2097655445
32	47.052609008
33	46.8980078052
34	46.7458470622
35	46.5960300469
36	46.4484764886
37	46.3031212753
38	46.1599133435
39	46.0188146215
40	45.8797989382
41	45.7428508407
42	45.6079643026
43	45.4751413259
44	45.3443904612
45	45.2157252812
46	45.08916285
47	44.9647222325
48	44.8424230856
49	44.722284366
50	44.6043231843
51	44.4885538254
52	44.3749869456
53	44.2636289517
54	44.1544815551
55	44.0475414952
56	43.9428004129
57	43.8402448609
58	43.7398564276
59	43.6416119574
60	43.5454838455
61	43.4514403887
62	43.3594461757
63	43.2694625006
64	43.1814477861
65	43.0953580071
66	43.0111471028
67	42.9287673727
68	42.8481698501
69	42.7693046495
70	42.6921212858
71	42.6165689636
72	42.5425968373
73	42.470154241
74	42.3991908909
75	42.3296570596
76	42.2615037262
77	42.1946827025
78	42.1291467371
79	42.0648496014
80	42.0017461569
81	41.9397924074
82	41.8789455373
83	41.8191639378
84	41.7604072226
85	41.7026362346
86	41.6458130445
87	41.5899009433
88	41.5348644289
89	41.4806691883
90	41.4272820763
91	41.3746710908
92	41.322805346
93	41.2716550443
94	41.2211914459
95	41.1713868389
