Época	Error de test	Error train	Array de pesos
0	0.340807174888	0.344444444444	
1	0.340807174888	0.344444444444	
2	0.331838565022	0.333333333333	
3	0.309417040359	0.325925925926	
4	0.295964125561	0.3	
5	0.300448430493	0.292592592593	
6	0.295964125561	0.277777777778	
7	0.282511210762	0.266666666667	
8	0.282511210762	0.262962962963	
9	0.273542600897	0.259259259259	
10	0.273542600897	0.255555555556	
11	0.273542600897	0.251851851852	
12	0.282511210762	0.251851851852	
13	0.282511210762	0.251851851852	
14	0.27802690583	0.248148148148	
15	0.27802690583	0.248148148148	
16	0.273542600897	0.248148148148	
17	0.273542600897	0.255555555556	
18	0.269058295964	0.255555555556	
19	0.273542600897	0.255555555556	
20	0.273542600897	0.255555555556	
21	0.273542600897	0.255555555556	
22	0.269058295964	0.251851851852	
23	0.269058295964	0.251851851852	
24	0.273542600897	0.244444444444	
25	0.269058295964	0.237037037037	
26	0.264573991031	0.237037037037	
27	0.264573991031	0.237037037037	
28	0.264573991031	0.237037037037	
29	0.264573991031	0.233333333333	
30	0.264573991031	0.225925925926	
31	0.260089686099	0.225925925926	
32	0.260089686099	0.225925925926	
33	0.260089686099	0.225925925926	
34	0.260089686099	0.222222222222	
35	0.260089686099	0.222222222222	
36	0.260089686099	0.222222222222	
37	0.260089686099	0.222222222222	
38	0.260089686099	0.222222222222	
39	0.255605381166	0.222222222222	
40	0.255605381166	0.218518518519	
41	0.255605381166	0.218518518519	
42	0.255605381166	0.218518518519	
43	0.255605381166	0.218518518519	
44	0.255605381166	0.218518518519	
45	0.255605381166	0.218518518519	
